Explorer,603.0,97.81502,30.931824,0.46965343,0.10958878,0.034655016,1.0,0.0,615.0,525.0,617.5,835.0,485.0,1000.0,0.0,0.0,0.6818871,0.14728105,465.7,45.5,114.3,11.43,222.3,0.0,
DeepSearch,1306.5,147.83699,46.75016,1.0,0.0,0.0,1.0,0.0,1307.5,1172.5,1365.0,1600.0,1110.0,1000.0,0.0,0.0,0.6813264,0.14735018,472.7,10.7,107.8,10.780001,262.0,0.0,
MCTS,487.5,118.49168,37.470356,0.37495035,0.08788513,0.027791716,1.0,0.0,475.0,385.0,517.5,710.0,335.0,1000.0,0.0,0.0,0.6787129,0.1476691,450.9,38.3,147.3,14.7300005,214.9,0.0,
Onestep-S,31.6,32.982147,10.429871,0.025751218,0.027346574,0.0086477455,0.8,0.1264911,15.0,7.5,42.5,105.0,1.0,932.6,147.01134,46.489067,0.6825178,0.147203,404.8,43.8,150.9,15.089999,176.3,0.0,
Random,47.5,41.180496,13.022416,0.03671674,0.03160932,0.009995745,0.3,0.14491376,52.5,5.0,65.0,130.0,0.0,709.7,313.06015,98.998314,0.68252355,0.14720228,302.6,27.5,120.2,12.0199995,136.1,0.0,
Do Nothing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,380.9,160.78448,50.844517,0.0,0.0,147.1,19.0,32.8,3.28,59.1,0.0,
